order_id,batch_id,trader_id,symbol,side,price,quantity,timestamp
order_00000101,batch_0002,trader_0008,ETH-USD,SELL,1861.82,768,2026-01-01T00:01:40Z
order_00000102,batch_0002,trader_0006,ETH-USD,SELL,2119.95,1000,2026-01-01T00:01:41Z
order_00000103,batch_0002,trader_0011,ETH-USD,SELL,1871.74,26,2026-01-01T00:01:42Z
order_00000104,batch_0002,trader_0024,ETH-USD,SELL,2120.89,422,2026-01-01T00:01:43Z
order_00000105,batch_0002,trader_0023,ETH-USD,SELL,1863.68,274,2026-01-01T00:01:44Z
order_00000106,batch_0002,trader_0016,ETH-USD,BUY,1815.49,894,2026-01-01T00:01:45Z
order_00000107,batch_0002,trader_0012,ETH-USD,BUY,2167.38,837,2026-01-01T00:01:46Z
order_00000108,batch_0002,trader_0008,ETH-USD,BUY,2148.53,815,2026-01-01T00:01:47Z
order_00000109,batch_0002,trader_0009,ETH-USD,BUY,1959.39,198,2026-01-01T00:01:48Z
order_00000110,batch_0002,trader_0012,ETH-USD,SELL,2109.33,991,2026-01-01T00:01:49Z
order_00000111,batch_0002,trader_0018,ETH-USD,SELL,2071.81,410,2026-01-01T00:01:50Z
order_00000112,batch_0002,trader_0009,ETH-USD,BUY,1846.14,29,2026-01-01T00:01:51Z
order_00000113,batch_0002,trader_0002,ETH-USD,BUY,2193.42,986,2026-01-01T00:01:52Z
order_00000114,batch_0002,trader_0011,ETH-USD,BUY,1938.27,445,2026-01-01T00:01:53Z
order_00000115,batch_0002,trader_0019,ETH-USD,BUY,1846.26,524,2026-01-01T00:01:54Z
order_00000116,batch_0002,trader_0001,ETH-USD,BUY,2083.51,46,2026-01-01T00:01:55Z
order_00000117,batch_0002,trader_0024,ETH-USD,SELL,2015.38,826,2026-01-01T00:01:56Z
order_00000118,batch_0002,trader_0012,ETH-USD,SELL,2068.25,755,2026-01-01T00:01:57Z
order_00000119,batch_0002,trader_0011,ETH-USD,BUY,2065.7,972,2026-01-01T00:01:58Z
order_00000120,batch_0002,trader_0024,ETH-USD,SELL,2139.21,680,2026-01-01T00:01:59Z
order_00000121,batch_0002,trader_0014,ETH-USD,SELL,1923.71,520,2026-01-01T00:02:00Z
order_00000122,batch_0002,trader_0005,ETH-USD,BUY,1918.26,714,2026-01-01T00:02:01Z
order_00000123,batch_0002,trader_0022,ETH-USD,BUY,2176.15,681,2026-01-01T00:02:02Z
order_00000124,batch_0002,trader_0010,ETH-USD,SELL,2046.21,179,2026-01-01T00:02:03Z
order_00000125,batch_0002,trader_0010,ETH-USD,BUY,1800.16,854,2026-01-01T00:02:04Z
order_00000126,batch_0002,trader_0021,ETH-USD,BUY,2031.99,805,2026-01-01T00:02:05Z
order_00000127,batch_0002,trader_0007,ETH-USD,BUY,1976.86,453,2026-01-01T00:02:06Z
order_00000128,batch_0002,trader_0024,ETH-USD,SELL,2160.47,813,2026-01-01T00:02:07Z
order_00000129,batch_0002,trader_0022,ETH-USD,BUY,1913.51,87,2026-01-01T00:02:08Z
order_00000130,batch_0002,trader_0025,ETH-USD,SELL,1837.35,344,2026-01-01T00:02:09Z
order_00000131,batch_0002,trader_0007,ETH-USD,BUY,1889.86,318,2026-01-01T00:02:10Z
order_00000132,batch_0002,trader_0016,ETH-USD,BUY,1897.94,48,2026-01-01T00:02:11Z
order_00000133,batch_0002,trader_0014,ETH-USD,SELL,1829.13,787,2026-01-01T00:02:12Z
order_00000134,batch_0002,trader_0023,ETH-USD,SELL,1877.77,590,2026-01-01T00:02:13Z
order_00000135,batch_0002,trader_0021,ETH-USD,BUY,1897.59,410,2026-01-01T00:02:14Z
order_00000136,batch_0002,trader_0025,ETH-USD,SELL,2100.39,915,2026-01-01T00:02:15Z
order_00000137,batch_0002,trader_0006,ETH-USD,SELL,1970.06,798,2026-01-01T00:02:16Z
order_00000138,batch_0002,trader_0002,ETH-USD,SELL,2007.18,713,2026-01-01T00:02:17Z
order_00000139,batch_0002,trader_0015,ETH-USD,SELL,2139.33,940,2026-01-01T00:02:18Z
order_00000140,batch_0002,trader_0018,ETH-USD,BUY,2067.03,476,2026-01-01T00:02:19Z
order_00000141,batch_0002,trader_0015,ETH-USD,SELL,2102.1,973,2026-01-01T00:02:20Z
order_00000142,batch_0002,trader_0014,ETH-USD,SELL,2156.81,737,2026-01-01T00:02:21Z
order_00000143,batch_0002,trader_0006,ETH-USD,SELL,1978.37,562,2026-01-01T00:02:22Z
order_00000144,batch_0002,trader_0025,ETH-USD,SELL,1980.03,487,2026-01-01T00:02:23Z
order_00000145,batch_0002,trader_0025,ETH-USD,BUY,1910.92,653,2026-01-01T00:02:24Z
order_00000146,batch_0002,trader_0015,ETH-USD,SELL,1895.7,642,2026-01-01T00:02:25Z
order_00000147,batch_0002,trader_0011,ETH-USD,BUY,1893.8,293,2026-01-01T00:02:26Z
order_00000148,batch_0002,trader_0005,ETH-USD,BUY,1832.23,554,2026-01-01T00:02:27Z
