order_id,batch_id,trader_id,symbol,side,price,quantity,remaining_quantity,filled_quantity,timestamp
order_00000576,batch_0002,trader_0021,ETH-USD,BUY,2012.42,927,927,0,2026-01-01T00:09:35Z
order_00000332,batch_0002,trader_0024,ETH-USD,BUY,2010.43,432,432,0,2026-01-01T00:05:31Z
order_00000255,batch_0002,trader_0001,ETH-USD,BUY,2003.1,807,807,0,2026-01-01T00:04:14Z
order_00000531,batch_0002,trader_0008,ETH-USD,BUY,2002.18,403,403,0,2026-01-01T00:08:50Z
order_00000440,batch_0002,trader_0008,ETH-USD,BUY,2000.8,406,406,0,2026-01-01T00:07:19Z
order_00000228,batch_0002,trader_0016,ETH-USD,BUY,2000.19,279,279,0,2026-01-01T00:03:47Z
order_00000529,batch_0002,trader_0017,ETH-USD,BUY,1999.31,164,164,0,2026-01-01T00:08:48Z
order_00000567,batch_0002,trader_0016,ETH-USD,BUY,1995.6,722,722,0,2026-01-01T00:09:26Z
order_00000251,batch_0002,trader_0016,ETH-USD,BUY,1993.0,855,855,0,2026-01-01T00:04:10Z
order_00000209,batch_0002,trader_0003,ETH-USD,BUY,1991.09,883,883,0,2026-01-01T00:03:28Z
order_00000596,batch_0002,trader_0008,ETH-USD,BUY,1990.98,144,144,0,2026-01-01T00:09:55Z
order_00000308,batch_0002,trader_0020,ETH-USD,BUY,1988.59,240,240,0,2026-01-01T00:05:07Z
order_00000282,batch_0002,trader_0010,ETH-USD,BUY,1986.1,824,824,0,2026-01-01T00:04:41Z
order_00000162,batch_0002,trader_0002,ETH-USD,BUY,1984.68,888,888,0,2026-01-01T00:02:41Z
order_00000281,batch_0002,trader_0022,ETH-USD,BUY,1983.83,261,261,0,2026-01-01T00:04:40Z
order_00000591,batch_0002,trader_0009,ETH-USD,BUY,1983.57,749,749,0,2026-01-01T00:09:50Z
order_00000266,batch_0002,trader_0024,ETH-USD,BUY,1982.77,933,933,0,2026-01-01T00:04:25Z
order_00000198,batch_0002,trader_0010,ETH-USD,BUY,1981.5,720,720,0,2026-01-01T00:03:17Z
order_00000404,batch_0002,trader_0011,ETH-USD,BUY,1980.21,64,64,0,2026-01-01T00:06:43Z
order_00000538,batch_0002,trader_0018,ETH-USD,BUY,1980.14,517,517,0,2026-01-01T00:08:57Z
order_00000492,batch_0002,trader_0003,ETH-USD,BUY,1978.04,731,731,0,2026-01-01T00:08:11Z
order_00000476,batch_0002,trader_0015,ETH-USD,BUY,1977.56,707,707,0,2026-01-01T00:07:55Z
order_00000572,batch_0002,trader_0009,ETH-USD,BUY,1976.95,947,947,0,2026-01-01T00:09:31Z
order_00000127,batch_0002,trader_0007,ETH-USD,BUY,1976.86,453,453,0,2026-01-01T00:02:06Z
order_00000406,batch_0002,trader_0015,ETH-USD,BUY,1975.1,725,725,0,2026-01-01T00:06:45Z
order_00000235,batch_0002,trader_0016,ETH-USD,BUY,1974.35,600,600,0,2026-01-01T00:03:54Z
order_00000157,batch_0002,trader_0001,ETH-USD,BUY,1974.33,280,280,0,2026-01-01T00:02:36Z
order_00000577,batch_0002,trader_0023,ETH-USD,BUY,1965.32,103,103,0,2026-01-01T00:09:36Z
order_00000557,batch_0002,trader_0007,ETH-USD,BUY,1965.18,156,156,0,2026-01-01T00:09:16Z
order_00000479,batch_0002,trader_0017,ETH-USD,BUY,1962.48,653,653,0,2026-01-01T00:07:58Z
order_00000195,batch_0002,trader_0008,ETH-USD,BUY,1961.76,227,227,0,2026-01-01T00:03:14Z
order_00000385,batch_0002,trader_0003,ETH-USD,BUY,1960.18,604,604,0,2026-01-01T00:06:24Z
order_00000109,batch_0002,trader_0009,ETH-USD,BUY,1959.39,198,198,0,2026-01-01T00:01:48Z
order_00000373,batch_0002,trader_0020,ETH-USD,BUY,1958.11,226,226,0,2026-01-01T00:06:12Z
order_00000540,batch_0002,trader_0011,ETH-USD,BUY,1957.56,100,100,0,2026-01-01T00:08:59Z
order_00000279,batch_0002,trader_0022,ETH-USD,BUY,1953.02,892,892,0,2026-01-01T00:04:38Z
order_00000164,batch_0002,trader_0025,ETH-USD,BUY,1951.65,901,901,0,2026-01-01T00:02:43Z
order_00000441,batch_0002,trader_0001,ETH-USD,BUY,1949.97,84,84,0,2026-01-01T00:07:20Z
order_00000196,batch_0002,trader_0018,ETH-USD,BUY,1947.61,596,596,0,2026-01-01T00:03:15Z
order_00000469,batch_0002,trader_0013,ETH-USD,BUY,1947.21,819,819,0,2026-01-01T00:07:48Z
order_00000427,batch_0002,trader_0024,ETH-USD,BUY,1945.72,421,421,0,2026-01-01T00:07:06Z
order_00000362,batch_0002,trader_0006,ETH-USD,BUY,1940.41,348,348,0,2026-01-01T00:06:01Z
order_00000114,batch_0002,trader_0011,ETH-USD,BUY,1938.27,445,445,0,2026-01-01T00:01:53Z
order_00000458,batch_0002,trader_0024,ETH-USD,BUY,1937.92,70,70,0,2026-01-01T00:07:37Z
order_00000504,batch_0002,trader_0025,ETH-USD,BUY,1937.81,530,530,0,2026-01-01T00:08:23Z
order_00000562,batch_0002,trader_0012,ETH-USD,BUY,1936.93,546,546,0,2026-01-01T00:09:21Z
order_00000208,batch_0002,trader_0002,ETH-USD,BUY,1936.28,452,452,0,2026-01-01T00:03:27Z
order_00000190,batch_0002,trader_0020,ETH-USD,BUY,1936.14,265,265,0,2026-01-01T00:03:09Z
order_00000543,batch_0002,trader_0016,ETH-USD,BUY,1933.22,731,731,0,2026-01-01T00:09:02Z
order_00000150,batch_0002,trader_0015,ETH-USD,BUY,1932.35,418,418,0,2026-01-01T00:02:29Z
