batch_id,buy_order_id,sell_order_id,symbol,execution_price,executed_quantity,execution_timestamp
batch_0002,order_00000215,order_00000219,ETH-USD,1801.07,161,2026-01-01T00:03:38Z
batch_0002,order_00000215,order_00000330,ETH-USD,1805.94,135,2026-01-01T00:05:29Z
batch_0002,order_00000215,order_00000160,ETH-USD,1810.79,307,2026-01-01T00:03:34Z
batch_0002,order_00000328,order_00000160,ETH-USD,1810.79,240,2026-01-01T00:05:27Z
batch_0002,order_00000328,order_00000161,ETH-USD,1810.84,640,2026-01-01T00:05:27Z
batch_0002,order_00000113,order_00000161,ETH-USD,1810.84,39,2026-01-01T00:02:40Z
batch_0002,order_00000113,order_00000239,ETH-USD,1814.68,564,2026-01-01T00:03:58Z
batch_0002,order_00000113,order_00000295,ETH-USD,1815.77,383,2026-01-01T00:04:54Z
batch_0002,order_00000320,order_00000295,ETH-USD,1815.77,279,2026-01-01T00:05:19Z
batch_0002,order_00000320,order_00000233,ETH-USD,1816.09,591,2026-01-01T00:05:19Z
batch_0002,order_00000320,order_00000514,ETH-USD,1816.48,54,2026-01-01T00:08:33Z
batch_0002,order_00000205,order_00000514,ETH-USD,1816.48,47,2026-01-01T00:08:33Z
batch_0002,order_00000246,order_00000514,ETH-USD,1816.48,30,2026-01-01T00:08:33Z
batch_0002,order_00000364,order_00000514,ETH-USD,1816.48,447,2026-01-01T00:08:33Z
batch_0002,order_00000364,order_00000571,ETH-USD,1816.83,202,2026-01-01T00:09:30Z
batch_0002,order_00000268,order_00000571,ETH-USD,1816.83,96,2026-01-01T00:09:30Z
batch_0002,order_00000268,order_00000261,ETH-USD,1817.46,421,2026-01-01T00:04:27Z
batch_0002,order_00000268,order_00000460,ETH-USD,1817.73,137,2026-01-01T00:07:39Z
batch_0002,order_00000268,order_00000536,ETH-USD,1818.1,147,2026-01-01T00:08:55Z
batch_0002,order_00000389,order_00000536,ETH-USD,1818.1,228,2026-01-01T00:08:55Z
batch_0002,order_00000389,order_00000244,ETH-USD,1820.64,517,2026-01-01T00:06:28Z
batch_0002,order_00000200,order_00000244,ETH-USD,1820.64,262,2026-01-01T00:04:03Z
batch_0002,order_00000200,order_00000225,ETH-USD,1823.86,74,2026-01-01T00:03:44Z
batch_0002,order_00000200,order_00000494,ETH-USD,1825.98,213,2026-01-01T00:08:13Z
