batch_id,buy_order_id,sell_order_id,symbol,execution_price,executed_quantity,execution_timestamp
batch_0004,order_00005070,order_00004424,ETH-USD,1800.09,204,2026-01-01T01:24:29Z
batch_0004,order_00006251,order_00004424,ETH-USD,1800.09,64,2026-01-01T01:44:10Z
batch_0004,order_00002407,order_00004424,ETH-USD,1800.09,362,2026-01-01T01:13:43Z
batch_0004,order_00002407,order_00005153,ETH-USD,1800.17,257,2026-01-01T01:25:52Z
batch_0004,order_00003261,order_00005153,ETH-USD,1800.17,659,2026-01-01T01:25:52Z
batch_0004,order_00003261,order_00005905,ETH-USD,1800.25,49,2026-01-01T01:38:24Z
batch_0004,order_00003261,order_00005589,ETH-USD,1800.57,73,2026-01-01T01:33:08Z
batch_0004,order_00002087,order_00005589,ETH-USD,1800.57,106,2026-01-01T01:33:08Z
batch_0004,order_00002087,order_00006588,ETH-USD,1800.59,257,2026-01-01T01:49:47Z
batch_0004,order_00004423,order_00006588,ETH-USD,1800.59,40,2026-01-01T01:49:47Z
batch_0004,order_00002577,order_00006588,ETH-USD,1800.59,40,2026-01-01T01:49:47Z
batch_0004,order_00002577,order_00004419,ETH-USD,1800.83,53,2026-01-01T01:13:38Z
batch_0004,order_00002577,order_00002815,ETH-USD,1800.87,597,2026-01-01T00:46:54Z
batch_0004,order_00005442,order_00002815,ETH-USD,1800.87,211,2026-01-01T01:30:41Z
batch_0004,order_00005442,order_00006515,ETH-USD,1801.29,687,2026-01-01T01:48:34Z
batch_0004,order_00001742,order_00006515,ETH-USD,1801.29,294,2026-01-01T01:48:34Z
batch_0004,order_00001742,order_00005288,ETH-USD,1801.46,36,2026-01-01T01:28:07Z
batch_0004,order_00001742,order_00004044,ETH-USD,1801.54,11,2026-01-01T01:07:23Z
batch_0004,order_00004361,order_00004044,ETH-USD,1801.54,83,2026-01-01T01:12:40Z
batch_0004,order_00004361,order_00005338,ETH-USD,1802.02,287,2026-01-01T01:28:57Z
batch_0004,order_00004361,order_00005932,ETH-USD,1802.44,245,2026-01-01T01:38:51Z
batch_0004,order_00004298,order_00005932,ETH-USD,1802.44,76,2026-01-01T01:38:51Z
batch_0004,order_00004298,order_00001604,ETH-USD,1802.45,745,2026-01-01T01:11:37Z
batch_0004,order_00006396,order_00001604,ETH-USD,1802.45,41,2026-01-01T01:46:35Z
batch_0004,order_00006396,order_00005210,ETH-USD,1802.45,62,2026-01-01T01:46:35Z
batch_0004,order_00006396,order_00004788,ETH-USD,1802.61,2,2026-01-01T01:46:35Z
batch_0004,order_00006396,order_00001898,ETH-USD,1802.65,91,2026-01-01T01:46:35Z
batch_0004,order_00006396,order_00003877,ETH-USD,1802.71,312,2026-01-01T01:46:35Z
batch_0004,order_00005341,order_00003877,ETH-USD,1802.71,140,2026-01-01T01:29:00Z
batch_0004,order_00003564,order_00003877,ETH-USD,1802.71,217,2026-01-01T01:04:36Z
batch_0004,order_00001991,order_00003877,ETH-USD,1802.71,215,2026-01-01T01:04:36Z
batch_0004,order_00001991,order_00003590,ETH-USD,1802.75,72,2026-01-01T00:59:49Z
batch_0004,order_00001991,order_00004056,ETH-USD,1802.79,67,2026-01-01T01:07:35Z
batch_0004,order_00005212,order_00004056,ETH-USD,1802.79,477,2026-01-01T01:26:51Z
batch_0004,order_00005212,order_00004948,ETH-USD,1802.83,30,2026-01-01T01:26:51Z
batch_0004,order_00004893,order_00004948,ETH-USD,1802.83,631,2026-01-01T01:22:27Z
batch_0004,order_00004893,order_00002313,ETH-USD,1802.85,215,2026-01-01T01:21:32Z
batch_0004,order_00004893,order_00004449,ETH-USD,1802.98,36,2026-01-01T01:21:32Z
batch_0004,order_00005536,order_00004449,ETH-USD,1802.98,153,2026-01-01T01:32:15Z
batch_0004,order_00005536,order_00002889,ETH-USD,1803.18,331,2026-01-01T01:32:15Z
batch_0004,order_00002439,order_00002889,ETH-USD,1803.18,8,2026-01-01T00:48:08Z
batch_0004,order_00005491,order_00002889,ETH-USD,1803.18,166,2026-01-01T01:31:30Z
batch_0004,order_00005035,order_00002889,ETH-USD,1803.18,70,2026-01-01T01:23:54Z
batch_0004,order_00005035,order_00002308,ETH-USD,1803.75,75,2026-01-01T01:23:54Z
batch_0004,order_00003282,order_00002308,ETH-USD,1803.75,171,2026-01-01T00:54:41Z
batch_0004,order_00004257,order_00002308,ETH-USD,1803.75,210,2026-01-01T01:10:56Z
batch_0004,order_00004257,order_00006134,ETH-USD,1803.87,316,2026-01-01T01:42:13Z
batch_0004,order_00001896,order_00006134,ETH-USD,1803.87,487,2026-01-01T01:42:13Z
batch_0004,order_00003674,order_00006134,ETH-USD,1803.87,127,2026-01-01T01:42:13Z
