batch_id,buy_order_id,sell_order_id,symbol,execution_price,executed_quantity,execution_timestamp
batch_0003,order_00000924,order_00000626,ETH-USD,1801.39,599,2026-01-01T00:15:23Z
batch_0003,order_00001237,order_00000626,ETH-USD,1801.39,256,2026-01-01T00:20:36Z
batch_0003,order_00001237,order_00001185,ETH-USD,1803.52,660,2026-01-01T00:20:36Z
batch_0003,order_00001493,order_00001185,ETH-USD,1803.52,5,2026-01-01T00:24:52Z
batch_0003,order_00001493,order_00000855,ETH-USD,1804.54,626,2026-01-01T00:24:52Z
batch_0003,order_00001069,order_00000855,ETH-USD,1804.54,93,2026-01-01T00:17:48Z
batch_0003,order_00001069,order_00000677,ETH-USD,1804.74,422,2026-01-01T00:17:48Z
batch_0003,order_00001069,order_00001507,ETH-USD,1807.36,189,2026-01-01T00:25:06Z
batch_0003,order_00001468,order_00001507,ETH-USD,1807.36,139,2026-01-01T00:25:06Z
batch_0003,order_00001291,order_00001507,ETH-USD,1807.36,283,2026-01-01T00:25:06Z
batch_0003,order_00000928,order_00001507,ETH-USD,1807.36,74,2026-01-01T00:25:06Z
batch_0003,order_00000928,order_00001234,ETH-USD,1807.45,786,2026-01-01T00:20:33Z
batch_0003,order_00000923,order_00001234,ETH-USD,1807.45,128,2026-01-01T00:20:33Z
batch_0003,order_00000923,order_00001516,ETH-USD,1808.6,701,2026-01-01T00:25:15Z
batch_0003,order_00000683,order_00001516,ETH-USD,1808.6,29,2026-01-01T00:25:15Z
batch_0003,order_00000683,order_00000702,ETH-USD,1811.85,221,2026-01-01T00:11:41Z
batch_0003,order_00000784,order_00000702,ETH-USD,1811.85,114,2026-01-01T00:13:03Z
batch_0003,order_00000784,order_00000901,ETH-USD,1812.43,110,2026-01-01T00:15:00Z
batch_0003,order_00001545,order_00000901,ETH-USD,1812.43,69,2026-01-01T00:25:44Z
batch_0003,order_00001545,order_00000619,ETH-USD,1812.69,484,2026-01-01T00:25:44Z
batch_0003,order_00001545,order_00000671,ETH-USD,1813.53,135,2026-01-01T00:25:44Z
